"","gene_id","GO.term","Function"
"2759","Pver_g1368","Protein glycosylation","Nutrient metabolism"
"2760","Pver_g1375","Protein glycosylation","Nutrient metabolism"
"2761","Pver_g2757","Protein glycosylation","Nutrient metabolism"
"2762","Pver_g4164","Protein glycosylation","Nutrient metabolism"
"2763","Pver_g4744","Protein glycosylation","Nutrient metabolism"
"2764","Pver_g4811","Protein glycosylation","Nutrient metabolism"
"2765","Pver_g5552","Protein glycosylation","Nutrient metabolism"
"2766","Pver_g6123","Protein glycosylation","Nutrient metabolism"
"2767","Pver_g6584","Protein glycosylation","Nutrient metabolism"
"2768","Pver_g6915","Protein glycosylation","Nutrient metabolism"
"2769","Pver_g7081","Protein glycosylation","Nutrient metabolism"
"2770","Pver_g7470","Protein glycosylation","Nutrient metabolism"
"2771","Pver_g7483","Protein glycosylation","Nutrient metabolism"
"2772","Pver_g7963","Protein glycosylation","Nutrient metabolism"
"2773","Pver_g7964","Protein glycosylation","Nutrient metabolism"
"2774","Pver_g8167","Protein glycosylation","Nutrient metabolism"
"2775","Pver_g8289","Protein glycosylation","Nutrient metabolism"
"2776","Pver_g8547","Protein glycosylation","Nutrient metabolism"
"2777","Pver_g8548","Protein glycosylation","Nutrient metabolism"
"2778","Pver_g8549","Protein glycosylation","Nutrient metabolism"
"2779","Pver_g8943","Protein glycosylation","Nutrient metabolism"
"2780","Pver_g9318","Protein glycosylation","Nutrient metabolism"
"2781","Pver_g9651","Protein glycosylation","Nutrient metabolism"
"2782","Pver_g9652","Protein glycosylation","Nutrient metabolism"
"2783","Pver_g9653","Protein glycosylation","Nutrient metabolism"
"2784","Pver_g9656","Protein glycosylation","Nutrient metabolism"
"2785","Pver_g11488","Protein glycosylation","Nutrient metabolism"
"2786","Pver_g12732","Protein glycosylation","Nutrient metabolism"
"2787","Pver_g13183","Protein glycosylation","Nutrient metabolism"
"2788","Pver_g13333","Protein glycosylation","Nutrient metabolism"
"2789","Pver_g13334","Protein glycosylation","Nutrient metabolism"
"2790","Pver_g13504","Protein glycosylation","Nutrient metabolism"
"2791","Pver_g14014","Protein glycosylation","Nutrient metabolism"
"2792","Pver_g14273","Protein glycosylation","Nutrient metabolism"
"2793","Pver_g15136","Protein glycosylation","Nutrient metabolism"
"2794","Pver_g15356","Protein glycosylation","Nutrient metabolism"
"2795","Pver_g16638","Protein glycosylation","Nutrient metabolism"
"2796","Pver_g17765","Protein glycosylation","Nutrient metabolism"
"2797","Pver_g18045","Protein glycosylation","Nutrient metabolism"
"2798","Pver_g19132","Protein glycosylation","Nutrient metabolism"
"2799","Pver_g19729","Protein glycosylation","Nutrient metabolism"
"2800","Pver_g19940","Protein glycosylation","Nutrient metabolism"
"2801","Pver_g20612","Protein glycosylation","Nutrient metabolism"
"2802","Pver_g21970","Protein glycosylation","Nutrient metabolism"
"2803","Pver_g22734","Protein glycosylation","Nutrient metabolism"
"2804","Pver_g22940","Protein glycosylation","Nutrient metabolism"
"2805","Pver_g23407","Protein glycosylation","Nutrient metabolism"
"2806","Pver_g24093","Protein glycosylation","Nutrient metabolism"
"2807","Pver_g26655","Protein glycosylation","Nutrient metabolism"
"2808","Pver_novel_8_5de57afd","Protein glycosylation","Nutrient metabolism"
"2809","Pver_novel_64_5de57afd","Protein glycosylation","Nutrient metabolism"
"2810","Pver_novel_379_5de57afd","Protein glycosylation","Nutrient metabolism"
"2811","Pver_g920","Protein glycosylation","Nutrient metabolism"
"2812","Pver_g2071","Protein glycosylation","Nutrient metabolism"
"2813","Pver_g14509","Protein glycosylation","Nutrient metabolism"
"2814","Pver_g12072","Protein phosphorylation","Symbiotic maintenance"
"2815","Pver_g20162","Protein phosphorylation","Symbiotic maintenance"
"2816","Pver_g18450","Protein phosphorylation","Symbiotic maintenance"
"2817","Pver_g7823","Protein phosphorylation","Symbiotic maintenance"
"2818","Pver_g26324","Protein phosphorylation","Symbiotic maintenance"
"2819","Pver_g987","Protein phosphorylation","Symbiotic maintenance"
"2820","Pver_g4332","Protein phosphorylation","Symbiotic maintenance"
"2821","Pver_g18589","Protein phosphorylation","Symbiotic maintenance"
"2822","Pver_g25305","Protein phosphorylation","Symbiotic maintenance"
"2823","Pver_g10311","Protein phosphorylation","Symbiotic maintenance"
"2824","Pver_g2976","Protein phosphorylation","Symbiotic maintenance"
"2825","Pver_g12162","Protein phosphorylation","Symbiotic maintenance"
"2826","Pver_novel_47_5de57afd","Protein phosphorylation","Symbiotic maintenance"
"2827","Pver_g19414","Protein phosphorylation","Symbiotic maintenance"
"2828","Pver_g4217","Protein phosphorylation","Symbiotic maintenance"
"2829","Pver_g12829","Protein phosphorylation","Symbiotic maintenance"
"2830","Pver_novel_190_5de57afd","Protein phosphorylation","Symbiotic maintenance"
"2831","Pver_g19445","Protein phosphorylation","Symbiotic maintenance"
"2832","Pver_g22287","Protein phosphorylation","Symbiotic maintenance"
"2833","Pver_g22562","Protein phosphorylation","Symbiotic maintenance"
"2834","Pver_g17487","Protein phosphorylation","Symbiotic maintenance"
"2835","Pver_g5199","Protein phosphorylation","Symbiotic maintenance"
"2836","Pver_g12827","Protein phosphorylation","Symbiotic maintenance"
"2837","Pver_g13049","Protein phosphorylation","Symbiotic maintenance"
"2838","Pver_g24187","Protein phosphorylation","Symbiotic maintenance"
"2839","Pver_g53","Protein phosphorylation","Symbiotic maintenance"
"2840","Pver_g23061","Protein phosphorylation","Symbiotic maintenance"
"2841","Pver_g7150","Protein phosphorylation","Symbiotic maintenance"
"2842","Pver_g5173","Protein phosphorylation","Symbiotic maintenance"
"2843","Pver_g25988","Protein phosphorylation","Symbiotic maintenance"
"2844","Pver_g21915","Protein phosphorylation","Symbiotic maintenance"
"2845","Pver_g21646","Protein phosphorylation","Symbiotic maintenance"
"2846","Pver_g23552","Protein phosphorylation","Symbiotic maintenance"
"2847","Pver_g18782","Protein phosphorylation","Symbiotic maintenance"
"2848","Pver_g12551","Protein phosphorylation","Symbiotic maintenance"
"2849","Pver_g16751","Protein phosphorylation","Symbiotic maintenance"
"2850","Pver_g487","Protein phosphorylation","Symbiotic maintenance"
"2851","Pver_g5198","Protein phosphorylation","Symbiotic maintenance"
"2852","Pver_g9938","Protein phosphorylation","Symbiotic maintenance"
"2853","Pver_g17103","Protein phosphorylation","Symbiotic maintenance"
"2854","Pver_g19322","Protein phosphorylation","Symbiotic maintenance"
"2855","Pver_g20037","Protein phosphorylation","Symbiotic maintenance"
"2856","Pver_g15010","Protein phosphorylation","Symbiotic maintenance"
"2857","Pver_g5126","Protein phosphorylation","Symbiotic maintenance"
"2858","Pver_g5195","Protein phosphorylation","Symbiotic maintenance"
"2859","Pver_g4600","Protein phosphorylation","Symbiotic maintenance"
"2860","Pver_g12546","Protein phosphorylation","Symbiotic maintenance"
"2861","Pver_g5196","Protein phosphorylation","Symbiotic maintenance"
"2862","Pver_g71","Autophagosome assembly","Symbiotic maintenance"
"2863","Pver_g289","Autophagosome assembly","Symbiotic maintenance"
"2864","Pver_g578","Autophagosome assembly","Symbiotic maintenance"
"2865","Pver_g1147","Autophagosome assembly","Symbiotic maintenance"
"2866","Pver_g1334","Autophagosome assembly","Symbiotic maintenance"
"2867","Pver_g1647","Autophagosome assembly","Symbiotic maintenance"
"2868","Pver_g1904","Autophagosome assembly","Symbiotic maintenance"
"2869","Pver_g2280","Autophagosome assembly","Symbiotic maintenance"
"2870","Pver_g3190","Autophagosome assembly","Symbiotic maintenance"
"2871","Pver_g3475","Autophagosome assembly","Symbiotic maintenance"
"2872","Pver_g3587","Autophagosome assembly","Symbiotic maintenance"
"2873","Pver_g3588","Autophagosome assembly","Symbiotic maintenance"
"2874","Pver_g3705","Autophagosome assembly","Symbiotic maintenance"
"2875","Pver_g4024","Autophagosome assembly","Symbiotic maintenance"
"2876","Pver_g4106","Autophagosome assembly","Symbiotic maintenance"
"2877","Pver_g4487","Autophagosome assembly","Symbiotic maintenance"
"2878","Pver_g4536","Autophagosome assembly","Symbiotic maintenance"
"2879","Pver_g4645","Autophagosome assembly","Symbiotic maintenance"
"2880","Pver_g4875","Autophagosome assembly","Symbiotic maintenance"
"2881","Pver_g4918","Autophagosome assembly","Symbiotic maintenance"
"2882","Pver_g5267","Autophagosome assembly","Symbiotic maintenance"
"2883","Pver_g5268","Autophagosome assembly","Symbiotic maintenance"
"2884","Pver_g5874","Autophagosome assembly","Symbiotic maintenance"
"2885","Pver_g5983","Autophagosome assembly","Symbiotic maintenance"
"2886","Pver_g7018","Autophagosome assembly","Symbiotic maintenance"
"2887","Pver_g7398","Autophagosome assembly","Symbiotic maintenance"
"2888","Pver_g8377","Autophagosome assembly","Symbiotic maintenance"
"2889","Pver_g8726","Autophagosome assembly","Symbiotic maintenance"
"2890","Pver_g9097","Autophagosome assembly","Symbiotic maintenance"
"2891","Pver_g9343","Autophagosome assembly","Symbiotic maintenance"
"2892","Pver_g9778","Autophagosome assembly","Symbiotic maintenance"
"2893","Pver_g11262","Autophagosome assembly","Symbiotic maintenance"
"2894","Pver_g11515","Autophagosome assembly","Symbiotic maintenance"
"2895","Pver_g12572","Autophagosome assembly","Symbiotic maintenance"
"2896","Pver_g12874","Autophagosome assembly","Symbiotic maintenance"
"2897","Pver_g12972","Autophagosome assembly","Symbiotic maintenance"
"2898","Pver_g13042","Autophagosome assembly","Symbiotic maintenance"
"2899","Pver_g13097","Autophagosome assembly","Symbiotic maintenance"
"2900","Pver_g13170","Autophagosome assembly","Symbiotic maintenance"
"2901","Pver_g13417","Autophagosome assembly","Symbiotic maintenance"
"2902","Pver_g13464","Autophagosome assembly","Symbiotic maintenance"
"2903","Pver_g14272","Autophagosome assembly","Symbiotic maintenance"
"2904","Pver_g14352","Autophagosome assembly","Symbiotic maintenance"
"2905","Pver_g14561","Autophagosome assembly","Symbiotic maintenance"
"2906","Pver_g15292","Autophagosome assembly","Symbiotic maintenance"
"2907","Pver_g15986","Autophagosome assembly","Symbiotic maintenance"
"2908","Pver_g16017","Autophagosome assembly","Symbiotic maintenance"
"2909","Pver_g16799","Autophagosome assembly","Symbiotic maintenance"
"2910","Pver_g16958","Autophagosome assembly","Symbiotic maintenance"
"2911","Pver_g17366","Autophagosome assembly","Symbiotic maintenance"
"2912","Pver_g17562","Autophagosome assembly","Symbiotic maintenance"
"2913","Pver_g17924","Autophagosome assembly","Symbiotic maintenance"
"2914","Pver_g21912","Autophagosome assembly","Symbiotic maintenance"
"2915","Pver_g22745","Autophagosome assembly","Symbiotic maintenance"
"2916","Pver_g22746","Autophagosome assembly","Symbiotic maintenance"
"2917","Pver_g22747","Autophagosome assembly","Symbiotic maintenance"
"2918","Pver_g23283","Autophagosome assembly","Symbiotic maintenance"
"2919","Pver_g26382","Autophagosome assembly","Symbiotic maintenance"
"2920","Pver_g846","Autophagosome assembly","Symbiotic maintenance"
"2921","Pver_g14153","Autophagosome assembly","Symbiotic maintenance"
"2922","Pver_g4989","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2923","Pver_g5086","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2924","Pver_g5249","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2925","Pver_g5289","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2926","Pver_g5291","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2927","Pver_g5413","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2928","Pver_g5608","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2929","Pver_g5622","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2930","Pver_g5677","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2931","Pver_g5706","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2932","Pver_g5782","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2933","Pver_g5872","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2934","Pver_g6353","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2935","Pver_g6383","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2936","Pver_g6439","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2937","Pver_g6710","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2938","Pver_g7416","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2939","Pver_g7608","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2940","Pver_g7614","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2941","Pver_g7620","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2942","Pver_g8207","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2943","Pver_g8208","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2944","Pver_g8328","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2945","Pver_g8362","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2946","Pver_g8378","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2947","Pver_g8414","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2948","Pver_g8580","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2949","Pver_g8909","Ubiquitin protein ligase activity","Symbiotic maintenance"
"2950","Pver_g9097","Ubiquitin protein ligase activity","Symbiotic maintenance"
