GO_id,term,GOSlim_bin
GO:0045773,P,cell organization and biogenesis
GO:0045774,P,other metabolic processes
GO:0045774,P,cell organization and biogenesis
GO:0045775,P,other metabolic processes
GO:0045775,P,cell organization and biogenesis
GO:0045776,P,other biological processes
GO:0045777,P,other biological processes
GO:0045778,P,other biological processes
GO:0045779,P,other biological processes
GO:0045780,P,other biological processes
GO:0045781,P,other biological processes
GO:0045782,P,other biological processes
GO:0045785,P,cell adhesion
GO:0045786,P,cell cycle and proliferation
GO:0045787,P,cell cycle and proliferation
GO:0045792,P,cell organization and biogenesis
GO:0045793,P,cell organization and biogenesis
GO:0045794,P,other biological processes
GO:0045795,P,other biological processes
GO:0045796,P,transport
GO:0045797,P,transport
GO:0045798,P,cell organization and biogenesis
GO:0045799,P,cell organization and biogenesis
GO:0045800,P,developmental processes
GO:0045801,P,developmental processes
GO:0045804,P,developmental processes
GO:0045805,P,developmental processes
GO:0045806,P,transport
GO:0045806,P,cell organization and biogenesis
GO:0045807,P,transport
GO:0045807,P,cell organization and biogenesis
GO:0045808,P,other biological processes
GO:0045809,P,other biological processes
GO:0045812,P,signal transduction
GO:0045813,P,signal transduction
GO:0045814,P,other metabolic processes
GO:0045815,P,other metabolic processes
GO:0045818,P,other metabolic processes
GO:0045819,P,other metabolic processes
GO:0045820,P,other metabolic processes
GO:0045821,P,other metabolic processes
GO:0045822,P,other biological processes
GO:0045823,P,other biological processes
GO:0045824,P,stress response
GO:0045827,P,other metabolic processes
GO:0045828,P,other metabolic processes
GO:0045829,P,developmental processes
GO:0045829,P,DNA metabolism
GO:0045830,P,developmental processes
GO:0045830,P,DNA metabolism
GO:0045831,P,transport
GO:0045832,P,transport
GO:0045833,P,other metabolic processes
GO:0045834,P,other metabolic processes
GO:0045835,P,cell cycle and proliferation
GO:0045836,P,cell cycle and proliferation
GO:0045837,P,other biological processes
GO:0045838,P,other biological processes
GO:0045839,P,cell cycle and proliferation
GO:0045839,P,cell organization and biogenesis
GO:0045840,P,cell cycle and proliferation
GO:0045840,P,cell organization and biogenesis
GO:0045841,P,cell cycle and proliferation
GO:0045841,P,cell organization and biogenesis
GO:0045842,P,cell cycle and proliferation
GO:0045842,P,cell organization and biogenesis
GO:0045843,P,developmental processes
GO:0045844,P,developmental processes
GO:0045847,P,other biological processes
GO:0045848,P,other biological processes
GO:0045849,P,death
GO:0045850,P,death
GO:0045851,P,other biological processes
GO:0045852,P,other biological processes
GO:0045853,P,developmental processes
GO:0045854,P,developmental processes
GO:0045855,P,developmental processes
GO:0045855,P,cell organization and biogenesis
GO:0045856,P,developmental processes
GO:0045856,P,cell organization and biogenesis
GO:0045857,P,other biological processes
GO:0045858,P,other biological processes
GO:0045859,P,protein metabolism
GO:0045860,P,protein metabolism
GO:0045861,P,protein metabolism
GO:0045862,P,protein metabolism
GO:0045863,P,other metabolic processes
GO:0045864,P,other metabolic processes
GO:0045869,P,other biological processes
GO:0045870,P,other biological processes
GO:0045871,P,other metabolic processes
GO:0045871,P,developmental processes
GO:0045872,P,other metabolic processes
GO:0045872,P,developmental processes
GO:0045873,P,signal transduction
GO:0045873,P,developmental processes
GO:0045874,P,signal transduction
GO:0045874,P,developmental processes
GO:0045875,P,cell cycle and proliferation
GO:0045875,P,cell organization and biogenesis
GO:0045876,P,cell cycle and proliferation
GO:0045876,P,cell organization and biogenesis
GO:0045879,P,signal transduction
GO:0045880,P,signal transduction
GO:0045881,P,other biological processes
GO:0045882,P,other biological processes
GO:0045883,P,other biological processes
GO:0045884,P,other metabolic processes
GO:0045884,P,death
GO:0045885,P,other metabolic processes
GO:0045885,P,death
GO:0045886,P,developmental processes
GO:0045886,P,cell organization and biogenesis
GO:0045886,P,cell-cell signaling
GO:0045887,P,developmental processes
GO:0045887,P,cell organization and biogenesis
GO:0045887,P,cell-cell signaling
GO:0045892,P,RNA metabolism
GO:0045893,P,RNA metabolism
GO:0045894,P,RNA metabolism
GO:0045895,P,RNA metabolism
GO:0045896,P,RNA metabolism
GO:0045897,P,RNA metabolism
GO:0045898,P,RNA metabolism
GO:0045898,P,cell organization and biogenesis
GO:0045899,P,RNA metabolism
GO:0045899,P,cell organization and biogenesis
GO:0045900,P,protein metabolism
GO:0045901,P,protein metabolism
GO:0045902,P,protein metabolism
GO:0045903,P,protein metabolism
GO:0045904,P,protein metabolism
GO:0045904,P,cell organization and biogenesis
GO:0045905,P,protein metabolism
GO:0045905,P,cell organization and biogenesis
GO:0045906,P,other biological processes
GO:0045907,P,other biological processes
GO:0045908,P,other biological processes
GO:0045909,P,other biological processes
GO:0045910,P,DNA metabolism
GO:0045911,P,DNA metabolism
GO:0045912,P,other metabolic processes
GO:0045913,P,other metabolic processes
GO:0045914,P,other metabolic processes
GO:0045915,P,other metabolic processes
GO:0045916,P,stress response
GO:0045916,P,protein metabolism
GO:0045917,P,stress response
GO:0045917,P,protein metabolism
GO:0045918,P,death
GO:0045919,P,death
GO:0045920,P,transport
GO:0045921,P,transport
GO:0045922,P,other metabolic processes
GO:0045923,P,other metabolic processes
GO:0045924,P,other biological processes
GO:0045925,P,other biological processes
GO:0045926,P,other biological processes
GO:0045927,P,other biological processes
GO:0045928,P,other metabolic processes
GO:0045928,P,developmental processes
GO:0045929,P,other metabolic processes
GO:0045929,P,developmental processes
GO:0045930,P,cell cycle and proliferation
GO:0045931,P,cell cycle and proliferation
GO:0045932,P,other biological processes
GO:0045933,P,other biological processes
GO:0045934,P,other metabolic processes
GO:0045935,P,other metabolic processes
GO:0045936,P,other metabolic processes
GO:0045937,P,other metabolic processes
GO:0045938,P,other biological processes
GO:0045939,P,other metabolic processes
GO:0045940,P,other metabolic processes
GO:0045942,P,other biological processes
GO:0045943,P,RNA metabolism
GO:0045944,P,RNA metabolism
GO:0045945,P,RNA metabolism
GO:0045947,P,protein metabolism
GO:0045948,P,protein metabolism
GO:0045949,P,other biological processes
GO:0045950,P,DNA metabolism
GO:0045951,P,DNA metabolism
GO:0045952,P,other metabolic processes
GO:0045952,P,developmental processes
GO:0045953,P,stress response
GO:0045953,P,death
GO:0045954,P,stress response
GO:0045954,P,death
GO:0045955,P,transport
GO:0045956,P,transport
GO:0045957,P,stress response
GO:0045957,P,protein metabolism
GO:0045958,P,stress response
GO:0045958,P,protein metabolism
GO:0045959,P,stress response
GO:0045959,P,protein metabolism
GO:0045960,P,stress response
GO:0045960,P,protein metabolism
GO:0045961,P,other biological processes
GO:0045962,P,other biological processes
GO:0045963,P,other metabolic processes
GO:0045964,P,other metabolic processes
GO:0045965,P,other metabolic processes
GO:0045965,P,developmental processes
GO:0045966,P,other metabolic processes
GO:0045966,P,developmental processes
GO:0045967,P,other biological processes
GO:0045968,P,other metabolic processes
GO:0045968,P,developmental processes
GO:0045969,P,other metabolic processes
GO:0045969,P,developmental processes
GO:0045970,P,other metabolic processes
GO:0045970,P,developmental processes
GO:0045971,P,other metabolic processes
GO:0045971,P,developmental processes
GO:0045972,P,transport
GO:0045972,P,cell-cell signaling
GO:0045973,P,transport
GO:0045973,P,cell-cell signaling
GO:0045974,P,protein metabolism
GO:0045975,P,protein metabolism
GO:0045976,P,cell cycle and proliferation
GO:0045976,P,developmental processes
GO:0045977,P,cell cycle and proliferation
GO:0045977,P,developmental processes
GO:0045978,P,other metabolic processes
GO:0045979,P,other metabolic processes
GO:0045980,P,other metabolic processes
GO:0045981,P,other metabolic processes
GO:0045982,P,other metabolic processes
GO:0045983,P,other metabolic processes
GO:0045984,P,other metabolic processes
GO:0045985,P,other metabolic processes
GO:0045986,P,other biological processes
GO:0045987,P,other biological processes
GO:0045988,P,other biological processes
GO:0045989,P,other biological processes
GO:0045990,P,RNA metabolism
GO:0045991,P,RNA metabolism
GO:0045992,P,developmental processes
GO:0045993,P,protein metabolism
GO:0045994,P,protein metabolism
GO:0045995,P,developmental processes
GO:0045996,P,RNA metabolism
GO:0045997,P,other metabolic processes
GO:0045997,P,developmental processes
GO:0045998,P,other metabolic processes
GO:0045998,P,developmental processes
GO:0045999,P,transport
GO:0045999,P,cell-cell signaling
GO:0046000,P,transport
GO:0046000,P,cell-cell signaling
GO:0046001,P,cell cycle and proliferation
GO:0046001,P,developmental processes
GO:0046002,P,cell cycle and proliferation
GO:0046002,P,developmental processes
GO:0046003,P,cell cycle and proliferation
GO:0046003,P,developmental processes
GO:0046004,P,cell cycle and proliferation
GO:0046004,P,developmental processes
GO:0046005,P,other biological processes
GO:0046006,P,cell cycle and proliferation
GO:0046007,P,cell cycle and proliferation
GO:0046008,P,other biological processes
GO:0046009,P,other biological processes
GO:0046010,P,other biological processes
GO:0046011,P,protein metabolism
GO:0046012,P,protein metabolism
GO:0046013,P,cell cycle and proliferation
GO:0046014,P,cell cycle and proliferation
GO:0046015,P,RNA metabolism
GO:0046016,P,RNA metabolism
GO:0046017,P,RNA metabolism
GO:0046018,P,RNA metabolism
GO:0046019,P,RNA metabolism
GO:0046020,P,RNA metabolism
GO:0046021,P,RNA metabolism
GO:0046022,P,RNA metabolism
GO:0046023,P,RNA metabolism
GO:0046024,P,RNA metabolism
GO:0046025,F,other molecular function
GO:0046026,F,other molecular function
GO:0046027,F,other molecular function
GO:0046028,F,other molecular function
GO:0046029,F,other molecular function
GO:0046030,F,other molecular function
GO:0046031,P,other metabolic processes
GO:0046032,P,other metabolic processes
GO:0046033,P,other metabolic processes
GO:0046034,P,other metabolic processes
GO:0046035,P,other metabolic processes
GO:0046036,P,other metabolic processes
GO:0046037,P,other metabolic processes
GO:0046038,P,other metabolic processes
GO:0046039,P,other metabolic processes
GO:0046040,P,other metabolic processes
GO:0046041,P,other metabolic processes
GO:0046042,P,other metabolic processes
GO:0046043,P,other metabolic processes
GO:0046044,P,other metabolic processes
GO:0046045,P,other metabolic processes
GO:0046046,P,other metabolic processes
GO:0046047,P,other metabolic processes
GO:0046048,P,other metabolic processes
GO:0046049,P,other metabolic processes
GO:0046050,P,other metabolic processes
GO:0046051,P,other metabolic processes
GO:0046052,P,other metabolic processes
GO:0046053,P,other metabolic processes
GO:0046054,P,other metabolic processes
GO:0046055,P,other metabolic processes
GO:0046056,P,other metabolic processes
GO:0046057,P,other metabolic processes
GO:0046058,P,other metabolic processes
GO:0046059,P,other metabolic processes
GO:0046060,P,other metabolic processes
GO:0046061,P,other metabolic processes
GO:0046062,P,other metabolic processes
GO:0046063,P,other metabolic processes
GO:0046064,P,other metabolic processes
GO:0046065,P,other metabolic processes
GO:0046066,P,other metabolic processes
GO:0046067,P,other metabolic processes
GO:0046068,P,other metabolic processes
GO:0046069,P,other metabolic processes
GO:0046070,P,other metabolic processes
GO:0046071,P,other metabolic processes
